date,storage,inflow,outflow
2012-06-25,272768,31.0,1790.0
2012-06-26,269256,33.1,1780.0
2012-06-27,265770,30.3,1780.0
2012-06-28,262309,31.9,1770.0
2012-06-29,258874,26.9,1760.0
2012-06-30,255376,22.0,1760.0
2012-07-01,251907,33.9,1760.0
2012-07-02,248381,35.3,1810.0
2012-07-03,244798,36.1,1840.0
2012-07-04,241076,38.1,1860.0
2012-07-05,237390,38.7,1860.0
2012-07-06,233824,37.8,1840.0
2012-07-07,230376,37.8,1840.0
2012-07-08,226878,36.9,1840.0
2012-07-09,223415,37.1,1840.0
2012-07-10,219822,53.9,1880.0
2012-07-11,216186,237.0,1860.0
2012-07-12,212747,122.0,1850.0
2012-07-13,209421,245.0,1910.0
2012-07-14,205895,273.0,1930.0
2012-07-15,202484,258.0,1910.0
2012-07-16,199034,232.0,1910.0
2012-07-17,195773,122.0,1540.0
2012-07-18,193518,67.6,1160.0
2012-07-19,191578,60.8,1090.0
2012-07-20,189649,36.0,1080.0
2012-07-21,187657,33.2,1080.0
2012-07-22,185603,32.1,1080.0
2012-07-23,183488,33.0,1100.0
2012-07-24,181387,32.7,1090.0
2012-07-25,179228,32.1,1080.0
2012-07-26,177225,32.3,1080.0
2012-07-27,175165,30.8,1070.0
2012-07-28,173049,30.7,1060.0
2012-07-29,171087,30.7,1060.0
2012-07-30,169070,30.0,1060.0
2012-07-31,166998,29.6,1060.0
2012-08-01,165010,29.8,1060.0
2012-08-02,163036,29.9,1070.0
2012-08-03,161009,28.9,1250.0
2012-08-04,158596,28.6,1370.0
2012-08-05,156206,29.2,1370.0
2012-08-06,153706,29.0,1360.0
2012-08-07,151230,29.3,1350.0
2012-08-08,148650,29.5,1590.0
2012-08-09,145463,29.0,1700.0
2012-08-10,142254,29.2,1770.0
2012-08-11,138842,29.2,1860.0
2012-08-12,135362,27.9,1840.0
2012-08-13,131885,28.9,1840.0
2012-08-14,128356,30.3,1620.0
2012-08-15,125985,29.9,1010.0
2012-08-16,124100,30.9,994.0
2012-08-17,122573,33.0,900.0
2012-08-18,121060,34.2,847.0
2012-08-19,119506,33.8,847.0
2012-08-20,118076,33.5,844.0
2012-08-21,116550,34.2,841.0
2012-08-22,115093,25.8,841.0
2012-08-23,113968,32.2,836.0
2012-08-24,112481,36.8,844.0
2012-08-25,111111,46.6,869.0
2012-08-26,109700,44.6,862.0
2012-08-27,108301,50.6,851.0
2012-08-28,106914,44.1,849.0
2012-08-29,105438,28.1,845.0
2012-08-30,104176,28.8,663.0
2012-08-31,103323,27.8,526.0
2012-09-01,102674,26.1,491.0
2012-09-02,101978,27.5,496.0
2012-09-03,101285,28.4,500.0
2012-09-04,100693,29.7,209.0
2012-09-05,100791,29.3,44.4
2012-09-06,100890,14.0,42.7
2012-09-07,100989,26.0,42.0
2012-09-08,101186,31.4,42.3
2012-09-09,101186,31.3,42.0
2012-09-10,101285,31.3,41.2
2012-09-11,101334,34.7,40.6
2012-09-12,101384,32.2,40.7
2012-09-13,101582,35.9,40.0
2012-09-14,101433,498.0,37.9
2012-09-15,101582,116.0,37.4
2012-09-16,101929,66.1,36.9
2012-09-17,102177,81.6,35.9
2012-09-18,102376,23.3,36.1
2012-09-19,102525,21.4,37.7
2012-09-20,102674,19.8,44.8
2012-09-21,102824,18.8,39.8
2012-09-22,103024,18.8,17.1
2012-09-23,103223,19.9,15.2
2012-09-24,103323,18.5,15.2
2012-09-25,103424,18.7,10.0
2012-09-26,103524,19.8,5.0
2012-09-27,103624,18.2,0.63
2012-09-28,103724,18.6,0.42
2012-09-29,103875,20.9,0.49
2012-09-30,104025,18.9,0.42
2012-10-01,104075,19.9,0.34
2012-10-02,104126,20.1,0.42
2012-10-03,104226,20.7,0.42
2012-10-04,104176,18.9,0.31
2012-10-05,104226,18.0,0.38
2012-10-06,104277,15.8,0.43
2012-10-07,104277,17.2,0.51
2012-10-08,104226,18.4,0.39
2012-10-09,104277,16.6,0.54
2012-10-10,104327,15.0,0.45
2012-10-11,104327,15.4,0.46
2012-10-12,104327,18.0,0.22
2012-10-13,104377,19.6,0.17
2012-10-14,104377,19.5,0.31
2012-10-15,104428,20.3,0.31
2012-10-16,104478,18.8,0.0
2012-10-17,104528,19.6,0.24
2012-10-18,104579,18.4,0.22
2012-10-19,104629,18.6,0.33
2012-10-20,104629,22.0,0.5
2012-10-21,104629,21.8,0.72
2012-10-22,104730,25.1,0.85
2012-10-23,104730,23.5,0.79
2012-10-24,104780,23.9,0.01
2012-10-25,104831,24.5,0.08
2012-10-26,104831,23.2,0.17
2012-10-27,104780,24.7,0.26
2012-10-28,104831,26.2,0.45
2012-10-29,104881,26.0,0.42
2012-10-30,104982,23.4,0.37
2012-10-31,105083,24.5,0.34
2012-11-01,105134,23.9,0.36
2012-11-02,105235,15.8,0.38
2012-11-03,105387,21.3,0.5
2012-11-04,105488,33.5,0.71
2012-11-05,105640,40.1,0.64
2012-11-06,105742,31.0,0.51
2012-11-07,105844,41.3,0.6
2012-11-08,105996,49.4,0.79
2012-11-09,106047,56.2,0.96
2012-11-10,105945,66.1,1.22
2012-11-11,106250,82.7,1.0
2012-11-12,106301,106.0,1.4
2012-11-13,106454,112.0,1.25
2012-11-14,106658,119.0,8.18
2012-11-15,106863,114.0,2.94
2012-11-16,107119,115.0,2.34
2012-11-17,107426,115.0,2.4
2012-11-18,107683,134.0,2.61
2012-11-19,107889,147.0,2.22
2012-11-20,108249,203.0,2.49
2012-11-21,108507,267.0,2.85
2012-11-22,108818,286.0,2.93
2012-11-23,109180,337.0,2.58
2012-11-24,109492,503.0,2.91
2012-11-25,109908,641.0,2.91
2012-11-26,110430,639.0,3.02
2012-11-27,111006,642.0,2.86
2012-11-28,111636,679.0,3.18
2012-11-29,112269,760.0,3.2
2012-11-30,112904,766.0,3.23
2012-12-01,113702,768.0,3.32
2012-12-02,114503,768.0,3.24
2012-12-03,115415,771.0,3.22
2012-12-04,116333,768.0,3.66
2012-12-05,117256,749.0,4.87
2012-12-06,118240,749.0,1.36
2012-12-07,119340,764.0,0.88
2012-12-08,120392,782.0,0.8
2012-12-09,121563,784.0,0.79
2012-12-10,122517,795.0,0.78
2012-12-11,123590,795.0,0.76
2012-12-12,124726,784.0,0.74
2012-12-13,125985,813.0,0.72
2012-12-14,127485,823.0,0.7
2012-12-15,128939,736.0,0.69
2012-12-16,130406,708.0,0.65
2012-12-17,131588,716.0,0.64
2012-12-18,132778,724.0,0.63
2012-12-19,133915,676.0,0.62
2012-12-20,135059,678.0,0.69
2012-12-21,136271,894.0,0.76
2012-12-22,137675,938.0,0.97
2012-12-23,139150,907.0,0.72
2012-12-24,140697,754.0,0.78
2012-12-25,142192,562.0,0.73
2012-12-26,143382,542.0,0.72
2012-12-27,144578,562.0,0.85
2012-12-28,145716,490.0,0.66
2012-12-29,146924,550.0,0.78
2012-12-30,148073,549.0,0.74
2012-12-31,148907,387.0,0.75
2013-01-01,150777,327.0,0.84
2013-01-02,151554,311.0,0.78
2013-01-03,152400,306.0,0.9
2013-01-04,152987,256.0,0.72
2013-01-05,153771,237.0,0.87
2013-01-06,154427,224.0,0.93
2013-01-07,155216,213.0,1.05
2013-01-08,155743,198.0,0.83
2013-01-09,156470,183.0,0.96
2013-01-10,156536,172.0,1.14
2013-01-11,157465,154.0,1.05
2013-01-12,157996,186.0,1.18
2013-01-13,158529,239.0,0.9
2013-01-14,159197,253.0,1.02
2013-01-15,159800,261.0,1.04
2013-01-16,160202,241.0,1.16
2013-01-17,160471,261.0,0.89
2013-01-18,160942,285.0,0.71
2013-01-19,161480,305.0,0.76
2013-01-20,162223,268.0,0.59
2013-01-21,163239,262.0,0.71
2013-01-22,164123,273.0,0.74
2013-01-23,164873,279.0,0.72
2013-01-24,165694,258.0,0.82
2013-01-25,166448,258.0,0.85
2013-01-26,167274,261.0,1.03
2013-01-27,168032,277.0,0.73
2013-01-28,168585,281.0,0.86
2013-01-29,169556,316.0,0.62
2013-01-30,170181,375.0,0.72
2013-01-31,171018,366.0,0.63
2013-02-01,171926,368.0,4.34
2013-02-02,172838,366.0,14.0
2013-02-03,173753,358.0,13.7
2013-02-04,174670,358.0,20.1
2013-02-05,175519,350.0,30.7
2013-02-06,176300,375.0,91.0
2013-02-07,177083,418.0,15.0
2013-02-08,177939,394.0,13.0
2013-02-09,178583,540.0,17.0
2013-02-10,179515,460.0,12.0
2013-02-11,180522,386.0,11.0
2013-02-12,181460,374.0,11.0
2013-02-13,182400,384.0,10.0
2013-02-14,183343,361.0,10.0
2013-02-15,184289,338.0,12.2
2013-02-16,185091,331.0,12.5
2013-02-17,185968,334.0,12.8
2013-02-18,186848,332.0,13.2
2013-02-19,187583,322.0,10.3
2013-02-20,188393,326.0,1.29
2013-02-21,189279,331.0,0.86
2013-02-22,190167,324.0,0.65
2013-02-23,190983,321.0,0.75
2013-02-24,191876,313.0,0.66
2013-02-25,192696,320.0,0.7
2013-02-26,193668,322.0,0.68
2013-02-27,194418,328.0,0.73
2013-02-28,195245,307.0,0.69
2013-03-01,196150,307.0,0.7
2013-03-02,196982,228.0,0.76
2013-03-03,197816,180.0,0.75
2013-03-04,198424,138.0,0.63
2013-03-05,198957,119.0,5.36
2013-03-06,199491,122.0,15.8
2013-03-07,199950,123.0,19.0
2013-03-08,200409,117.0,16.5
2013-03-09,201022,98.3,16.2
2013-03-10,201560,79.4,15.8
2013-03-11,202022,81.7,15.8
2013-03-12,202484,76.5,36.8
2013-03-13,202870,101.0,27.3
2013-03-14,203256,110.0,37.0
2013-03-15,203720,131.0,8.73
2013-03-16,204262,76.4,0.19
2013-03-17,204650,51.4,0.16
2013-03-18,204961,44.0,0.42
2013-03-19,205272,48.0,0.27
2013-03-20,205505,76.8,0.31
2013-03-21,205817,73.6,0.27
2013-03-22,206129,69.3,0.26
2013-03-23,206519,89.8,0.27
2013-03-24,206519,75.3,0.2
2013-03-25,206753,81.0,0.2
2013-03-26,206831,79.1,0.18
2013-03-27,207144,82.1,0.11
2013-03-28,207457,84.8,0.12
2013-03-29,207771,86.5,0.16
2013-03-30,208084,88.1,0.17
2013-03-31,208320,84.9,0.22
2013-04-01,208555,74.9,0.13
2013-04-02,208713,83.5,0.14
2013-04-03,208949,68.4,0.23
2013-04-04,209106,50.5,0.15
2013-04-05,209264,46.3,0.05
2013-04-06,209421,45.9,0.2
2013-04-07,209579,47.4,0.14
2013-04-08,209421,52.7,0.0
2013-04-09,209421,43.4,0.03
2013-04-10,209579,43.2,0.07
2013-04-11,209658,49.7,0.11
2013-04-12,209815,50.3,0.15
2013-04-13,209973,52.8,0.37
2013-04-14,210052,51.2,0.37
2013-04-15,210052,52.9,0.21
2013-04-16,210131,51.7,0.21
2013-04-17,210052,52.6,0.19
2013-04-18,210210,53.8,0.2
2013-04-19,210052,54.2,0.13
2013-04-20,210210,53.7,0.23
2013-04-21,210289,55.1,0.31
2013-04-22,210447,57.0,0.19
2013-04-23,210684,57.6,0.09
2013-04-24,210605,53.0,0.19
2013-04-25,210526,51.6,0.2
2013-04-26,210763,45.5,0.15
2013-04-27,210842,39.3,0.23
2013-04-28,211000,36.3,0.34
2013-04-29,211159,40.7,0.21
2013-04-30,211238,45.2,0.12
2013-05-01,211397,44.9,0.16
2013-05-02,211634,41.4,0.26
2013-05-03,211159,41.1,0.35
2013-05-04,211317,40.9,0.54
2013-05-05,211397,47.0,0.68
2013-05-06,211555,52.4,0.5
2013-05-07,211634,46.4,0.47
2013-05-08,211714,48.9,10.5
2013-05-09,211872,51.4,12.7
2013-05-10,212111,52.6,12.4
2013-05-11,212349,62.0,12.1
2013-05-12,212508,58.0,12.1
2013-05-13,212667,58.0,11.9
2013-05-14,212747,53.2,11.3
2013-05-15,212906,51.3,11.2
2013-05-16,212986,58.2,11.3
2013-05-17,213145,53.3,11.3
2013-05-18,213225,55.0,11.4
2013-05-19,213304,78.6,11.8
2013-05-20,213464,60.2,11.7
2013-05-21,213543,52.7,11.8
2013-05-22,213543,49.3,91.0
2013-05-23,212826,48.0,1830.0
2013-05-24,209579,38.8,1910.0
2013-05-25,205973,37.6,1920.0
2013-05-26,202330,35.7,1950.0
2013-05-27,198805,36.7,1930.0
2013-05-28,195095,34.7,1910.0
2013-05-29,191429,32.7,1910.0
2013-05-30,187730,26.4,1930.0
2013-05-31,184143,24.8,1950.0
2013-06-01,180378,25.4,1970.0
2013-06-02,176513,24.7,1980.0
2013-06-03,172768,25.9,1810.0
2013-06-04,169417,25.6,1680.0
2013-06-05,166174,25.5,1660.0
2013-06-06,162900,24.7,1660.0
2013-06-07,159599,25.6,1660.0
2013-06-08,156404,25.5,1660.0
2013-06-09,153248,25.1,1650.0
2013-06-10,150001,25.1,1920.0
2013-06-11,146224,24.9,2000.0
2013-06-12,142629,24.7,1860.0
2013-06-13,138965,23.6,1980.0
2013-06-14,135120,23.5,2080.0
2013-06-15,131173,23.9,2120.0
2013-06-16,127195,24.2,2150.0
2013-06-17,123363,24.4,1940.0
2013-06-18,119893,24.1,1850.0
2013-06-19,116442,23.6,1840.0
2013-06-20,113010,23.6,1850.0
2013-06-21,109492,23.3,1890.0
2013-06-22,105894,22.9,1890.0
2013-06-23,102276,23.6,1880.0
2013-06-24,98638,21.7,1910.0
2013-06-25,94986,20.5,1910.0
2013-06-26,91328,19.8,1910.0
2013-06-27,87672,19.7,1950.0
2013-06-28,83501,17.8,2050.0
2013-06-29,78299,18.4,2110.0
2013-06-30,66914,18.9,2050.0
2013-07-01,65307,18.5,2000.0
2013-07-02,70182,19.5,2100.0
2013-07-03,67432,19.1,1530.0
2013-07-04,63236,18.9,1090.0
2013-07-05,61217,19.4,990.0
2013-07-06,59449,19.2,945.0
2013-07-07,57717,19.2,956.0
2013-07-08,56379,20.9,362.0
2013-07-09,56152,21.6,15.0
2013-07-10,56249,20.2,4.69
2013-07-11,56443,26.2,1.41
2013-07-12,56898,23.6,1.8
2013-07-13,57061,32.7,0.38
2013-07-14,56801,21.9,0.35
2013-07-15,57094,32.9,0.27
2013-07-16,57290,124.0,0.17
2013-07-17,57389,128.0,0.27
2013-07-18,57586,112.0,0.16
2013-07-19,57915,74.7,0.21
2013-07-20,58246,22.5,0.37
2013-07-21,58578,24.2,0.51
2013-07-22,58812,23.2,0.64
2013-07-23,59012,30.1,0.43
2013-07-24,59314,111.0,2.3
2013-07-25,60669,331.0,3.0
2013-07-26,61252,198.0,0.2
2013-07-27,62324,778.0,1.95
2013-07-28,63236,413.0,0.37
2013-07-29,64551,1030.0,0.29
2013-07-30,65851,1210.0,0.09
2013-07-31,67841,609.0,0.0
2013-08-01,69306,347.0,0.04
2013-08-02,70259,263.0,0.08
2013-08-03,70874,384.0,0.07
2013-08-04,71532,228.0,0.1
2013-08-05,72157,301.0,0.06
2013-08-06,72706,244.0,0.0
2013-08-07,73299,161.0,0.01
2013-08-08,73775,308.0,0.02
2013-08-09,74334,201.0,0.04
2013-08-10,74937,268.0,0.37
2013-08-11,75787,231.0,1.67
2013-08-12,76809,364.0,1.08
2013-08-13,77883,374.0,0.69
2013-08-14,79093,270.0,0.34
2013-08-15,79978,222.0,0.27
2013-08-16,80700,136.0,0.32
2013-08-17,81255,63.2,0.22
2013-08-18,81640,32.8,0.18
2013-08-19,81898,25.1,0.22
2013-08-20,82114,24.4,0.07
2013-08-21,82329,24.6,0.33
2013-08-22,82502,22.3,0.53
2013-08-23,82632,22.6,0.46
2013-08-24,82762,22.4,0.56
2013-08-25,82936,21.5,0.71
2013-08-26,83066,22.6,0.55
2013-08-27,83153,77.8,0.45
2013-08-28,83283,22.4,0.51
2013-08-29,83414,19.9,0.6
2013-08-30,83501,21.0,0.82
2013-08-31,83589,20.1,0.6
2013-09-01,83676,21.0,0.52
2013-09-02,83763,20.3,0.6
2013-09-03,83807,20.1,0.44
2013-09-04,83807,21.0,0.46
2013-09-05,83851,20.9,0.44
2013-09-06,83851,20.6,0.61
2013-09-07,83894,21.8,0.61
2013-09-08,83938,22.9,0.71
2013-09-09,83938,22.8,0.84
2013-09-10,84333,85.6,8.71
2013-09-11,85038,1420.0,3.8
2013-09-12,88033,217.0,2.1
2013-09-13,93568,740.0,17.3
2013-09-14,97572,1750.0,1.48
2013-09-15,101433,2210.0,1.3
2013-09-16,107529,2520.0,1.25
2013-09-17,113382,2870.0,0.97
2013-09-18,119119,3600.0,0.89
2013-09-19,125183,4540.0,1.02
2013-09-20,131647,1760.0,0.97
2013-09-21,135180,1100.0,0.97
2013-09-22,137675,1720.0,0.94
2013-09-23,140325,809.0,1.05
2013-09-24,141942,719.0,0.89
2013-09-25,143382,1190.0,1.12
2013-09-26,145336,951.0,1.1
2013-09-27,147434,864.0,1.02
2013-09-28,149550,347.0,0.87
2013-09-29,150647,371.0,0.94
2013-09-30,151684,262.0,0.92
2013-10-01,152530,254.0,0.87
2013-10-02,153248,174.0,1.07
2013-10-03,153902,107.0,0.79
2013-10-04,154427,75.3,0.81
2013-10-05,154755,56.8,0.87
2013-10-06,154953,64.6,1.12
2013-10-07,155281,62.6,0.89
2013-10-08,155611,64.6,1.05
2013-10-09,156007,83.1,0.92
2013-10-10,156272,62.8,0.92
2013-10-11,156934,58.9,0.87
2013-10-12,157265,51.8,1.05
2013-10-13,157597,62.0,0.81
2013-10-14,157863,71.4,0.97
2013-10-15,158063,83.7,0.84
2013-10-16,158196,84.2,0.87
2013-10-17,158330,69.2,0.81
2013-10-18,158529,219.0,0.75
2013-10-19,158796,872.0,0.75
2013-10-20,160471,1040.0,0.8
2013-10-21,162697,1080.0,0.8
2013-10-22,165010,1110.0,0.9
2013-10-23,167480,1140.0,0.97
2013-10-24,170530,1390.0,0.85
2013-10-25,173682,716.0,0.85
2013-10-26,175519,573.0,0.85
2013-10-27,177012,481.0,0.89
2013-10-28,178154,407.0,0.84
2013-10-29,179013,318.0,0.92
2013-10-30,179731,242.0,0.85
2013-10-31,180450,199.0,0.92
2013-11-01,181315,216.0,0.92
2013-11-02,182038,423.0,0.92
2013-11-03,183125,512.0,0.84
2013-11-04,184289,446.0,0.71
2013-11-05,185530,416.0,0.6
2013-11-06,186481,415.0,0.6
2013-11-07,187509,418.0,0.2
2013-11-08,188393,401.0,0.11
2013-11-09,189501,745.0,0.09
2013-11-10,190835,1080.0,0.05
2013-11-11,192323,863.0,0.07
2013-11-12,193818,755.0,0.06
2013-11-13,195245,652.0,0.1
2013-11-14,196679,637.0,0.05
2013-11-15,198348,624.0,0.21
2013-11-16,199797,542.0,0.19
2013-11-17,201099,608.0,0.07
2013-11-18,202561,705.0,0.08
2013-11-19,204107,711.0,0.08
2013-11-20,205739,593.0,0.06
2013-11-21,207301,572.0,0.09
2013-11-22,209342,449.0,0.05
2013-11-23,210684,498.0,0.12
2013-11-24,212429,586.0,0.27
2013-11-25,214262,527.0,0.09
2013-11-26,216106,484.0,0.06
2013-11-27,217798,499.0,0.05
2013-11-28,219498,569.0,0.05
2013-11-29,221288,630.0,0.05
2013-11-30,223169,646.0,0.12
2013-12-01,225060,661.0,0.09
2013-12-02,226961,685.0,0.09
2013-12-03,227957,690.0,0.04
2013-12-04,229123,691.0,0.06
2013-12-05,230795,630.0,0.06
2013-12-06,232306,589.0,0.07
2013-12-07,233739,602.0,0.06
2013-12-08,235263,600.0,0.01
2013-12-09,236793,619.0,0.02
2013-12-10,238158,618.0,0.02
2013-12-11,239614,617.0,0.13
2013-12-12,241248,606.0,0.29
2013-12-13,242889,562.0,0.18
2013-12-14,244450,460.0,0.13
2013-12-15,245669,407.0,0.09
2013-12-16,246891,387.0,0.09
2013-12-17,248117,372.0,0.17
2013-12-18,249259,377.0,0.14
2013-12-19,250405,369.0,0.12
2013-12-20,251553,385.0,0.13
2013-12-21,252705,486.0,0.17
2013-12-22,253949,500.0,0.12
2013-12-23,255108,530.0,0.21
2013-12-24,256359,580.0,0.14
2013-12-25,257705,517.0,0.12
2013-12-26,258964,505.0,0.13
2013-12-27,260227,498.0,0.14
2013-12-28,261403,461.0,0.13
2013-12-29,262763,444.0,0.13
2013-12-30,263945,470.0,0.13
2013-12-31,265130,459.0,0.16
2014-01-01,266502,494.0,0.13
2014-01-02,267785,491.0,0.09
2014-01-03,268980,471.0,0.08
2014-01-04,270085,504.0,0.09
2014-01-05,271101,545.0,0.08
2014-01-06,272119,491.0,0.09
2014-01-07,273325,489.0,0.13
2014-01-08,274440,494.0,0.17
2014-01-09,275745,477.0,0.2
2014-01-10,276773,384.0,0.23
2014-01-11,277709,281.0,0.19
2014-01-12,278553,299.0,0.14
2014-01-13,279398,296.0,0.28
2014-01-14,280245,391.0,0.27
2014-01-15,281188,411.0,0.31
2014-01-16,282321,434.0,0.24
2014-01-17,283363,411.0,0.25
2014-01-18,284407,421.0,0.21
2014-01-19,285453,407.0,0.23
2014-01-20,286406,417.0,0.3
2014-01-21,287360,418.0,0.33
2014-01-22,288317,426.0,0.29
2014-01-23,289371,424.0,0.27
2014-01-24,290235,392.0,0.25
2014-01-25,291197,505.0,0.31
2014-01-26,292257,544.0,0.32
2014-01-27,293416,484.0,0.33
2014-01-28,294480,441.0,0.35
2014-01-29,295450,428.0,0.26
2014-01-30,296422,387.0,0.27
2014-01-31,297298,436.0,0.29
2014-02-01,298469,455.0,0.33
2014-02-02,299447,437.0,0.31
2014-02-03,300329,443.0,0.34
2014-02-04,301311,425.0,0.35
2014-02-05,302295,427.0,0.4
2014-02-06,303183,416.0,0.38
2014-02-07,304171,423.0,0.39
2014-02-08,305161,424.0,0.37
2014-02-09,306253,391.0,0.34
2014-02-10,307148,388.0,0.45
2014-02-11,308144,409.0,0.41
2014-02-12,309042,422.0,0.41
2014-02-13,310043,409.0,0.41
2014-02-14,310945,382.0,0.37
2014-02-15,311949,365.0,0.37
2014-02-16,312854,384.0,0.4
2014-02-17,313762,395.0,0.44
2014-02-18,314670,390.0,0.42
2014-02-19,315480,390.0,0.18
2014-02-20,316392,404.0,0.14
2014-02-21,317205,409.0,0.07
2014-02-22,318120,483.0,0.02
2014-02-23,319038,545.0,0.01
2014-02-24,320162,679.0,0.01
2014-02-25,321187,730.0,0.02
2014-02-26,322522,838.0,0.01
2014-02-27,323861,936.0,0.0
2014-02-28,325308,956.0,0.1
2014-03-01,326656,913.0,0.35
2014-03-02,328216,724.0,0.56
2014-03-03,329467,695.0,0.43
2014-03-04,330722,575.0,0.4
2014-03-05,331771,502.0,0.39
2014-03-06,332822,514.0,0.05
2014-03-07,333875,395.0,0.01
2014-03-08,335036,353.0,0.08
2014-03-09,335776,480.0,0.21
2014-03-10,336836,540.0,0.24
2014-03-11,337898,430.0,0.18
2014-03-12,338961,381.0,0.2
2014-03-13,339707,335.0,0.18
2014-03-14,340560,219.0,0.22
2014-03-15,341521,176.0,0.13
2014-03-16,341842,178.0,0.16
2014-03-17,342163,197.0,0.23
2014-03-18,342912,293.0,0.27
2014-03-19,343555,195.0,0.21
2014-03-20,344092,162.0,0.17
2014-03-21,344629,128.0,0.05
2014-03-22,344951,107.0,0.02
2014-03-23,345381,109.0,0.01
2014-03-24,345704,124.0,0.02
2014-03-25,346135,114.0,0.06
2014-03-26,346243,91.0,0.04
2014-03-27,346566,74.6,0.09
2014-03-28,346889,59.5,0.1
2014-03-29,346997,40.3,0.05
2014-03-30,347105,69.9,0.05
2014-03-31,347321,69.7,0.08
2014-04-01,347321,52.7,0.09
2014-04-02,347213,68.9,0.05
2014-04-03,347537,63.0,0.08
2014-04-04,347537,51.9,0.08
2014-04-05,347537,60.3,0.07
2014-04-06,347752,69.6,0.09
2014-04-07,347860,77.7,0.06
2014-04-08,347968,68.8,0.06
2014-04-09,348076,69.1,0.08
2014-04-10,348401,62.3,0.07
2014-04-11,348509,61.1,0.08
2014-04-12,348509,59.6,0.1
2014-04-13,348509,57.7,0.13
2014-04-14,348725,54.6,0.17
2014-04-15,348509,54.2,0.14
2014-04-16,348617,49.6,0.19
2014-04-17,348725,55.4,0.16
2014-04-18,348725,60.6,0.15
2014-04-19,348941,65.3,0.33
2014-04-20,349158,70.9,0.34
2014-04-21,349374,68.8,0.33
2014-04-22,349482,73.2,0.33
2014-04-23,349482,71.4,0.3
2014-04-24,349591,72.0,0.29
2014-04-25,349482,91.2,0.28
2014-04-26,349049,94.0,0.24
2014-04-27,349482,90.8,0.4
2014-04-28,349591,80.2,0.42
2014-04-29,349482,83.4,0.33
2014-04-30,349374,142.0,0.41
2014-05-01,349482,149.0,0.45
2014-05-02,349699,122.0,0.5
2014-05-03,349916,126.0,0.57
2014-05-04,350132,123.0,0.62
2014-05-05,350241,117.0,0.35
2014-05-06,350241,93.9,0.29
2014-05-07,349916,77.3,0.2
2014-05-08,350349,58.1,0.31
2014-05-09,350241,51.1,0.23
2014-05-10,350349,55.6,0.26
2014-05-11,350132,240.0,0.21
2014-05-12,350566,426.0,0.34
2014-05-13,351326,541.0,0.28
2014-05-14,351978,789.0,0.33
2014-05-15,353066,922.0,0.33
2014-05-16,354592,1010.0,0.42
2014-05-17,356122,724.0,0.63
2014-05-18,357327,654.0,0.59
2014-05-19,358425,558.0,0.86
2014-05-20,359634,461.0,8.94
2014-05-21,360625,426.0,59.0
2014-05-22,361507,309.0,68.5
2014-05-23,362280,209.0,50.8
2014-05-24,362722,154.0,50.7
2014-05-25,363275,169.0,50.9
2014-05-26,363607,164.0,51.1
2014-05-27,363496,276.0,1040.0
2014-05-28,361286,284.0,2010.0
2014-05-29,357985,278.0,2200.0
2014-05-30,354374,252.0,2210.0
2014-05-31,350783,267.0,2170.0
2014-06-01,347321,252.0,2160.0
2014-06-02,343663,222.0,2160.0
2014-06-03,340026,161.0,2140.0
2014-06-04,335988,122.0,2710.0
2014-06-05,330827,103.0,2940.0
2014-06-06,325412,75.1,2930.0
2014-06-07,320060,167.0,2910.0
2014-06-08,314772,300.0,2900.0
2014-06-09,309742,203.0,2920.0
2014-06-10,304864,181.0,2730.0
2014-06-11,300329,173.0,2640.0
2014-06-12,295741,137.0,2650.0
2014-06-13,291293,123.0,2460.0
2014-06-14,286978,83.1,2350.0
2014-06-15,282700,57.3,2370.0
2014-06-16,278271,49.2,2360.0
2014-06-17,273975,45.0,2340.0
2014-06-18,269625,32.8,2330.0
2014-06-19,265496,26.4,2320.0
2014-06-20,261403,24.4,2320.0
2014-06-21,257076,25.3,2370.0
2014-06-22,252794,25.2,2380.0
2014-06-23,248468,24.0,2360.0
2014-06-24,244016,24.0,2350.0
2014-06-25,239528,23.3,2380.0
2014-06-26,235009,24.0,2410.0
2014-06-27,230460,23.5,2420.0
2014-06-28,225885,23.3,2430.0
2014-06-29,221369,21.9,2440.0
2014-06-30,216910,23.2,2440.0
2014-07-01,212429,23.0,2330.0
2014-07-02,207927,22.5,2280.0
2014-07-03,203797,22.5,2190.0
2014-07-04,199797,22.2,2180.0
2014-07-05,195773,22.4,2170.0
2014-07-06,191727,22.4,2160.0
2014-07-07,187730,22.6,2140.0
2014-07-08,183925,22.0,1810.0
2014-07-09,180738,21.9,1670.0
2014-07-10,177654,21.7,1660.0
2014-07-11,174529,22.9,1680.0
2014-07-12,171437,21.8,1680.0
2014-07-13,168447,21.6,1670.0
2014-07-14,165420,182.0,1720.0
2014-07-15,162426,312.0,1740.0
2014-07-16,159867,179.0,1740.0
2014-07-17,157332,231.0,1710.0
2014-07-18,154558,490.0,1800.0
2014-07-19,152269,607.0,1830.0
2014-07-20,150518,1330.0,1820.0
2014-07-21,149937,579.0,1820.0
2014-07-22,148073,324.0,1810.0
2014-07-23,145399,331.0,1810.0
2014-07-24,142817,88.9,1810.0
2014-07-25,140015,27.0,1800.0
2014-07-26,137003,22.7,1790.0
2014-07-27,133855,23.0,1790.0
2014-07-28,130642,22.3,1620.0
2014-07-29,127601,23.5,1350.0
2014-07-30,125583,22.5,1040.0
2014-07-31,124157,23.8,863.0
